Object,X,Y,Z,Time
Sun,    1.4998E+09,    2.3057E+09,    0.0000E+00,          187560000.
Jupiter,   -7.9259E+11,    4.1540E+10,    0.0000E+00,          187560000.
Sun,    1.4998E+09,    2.3072E+09,    0.0000E+00,          187620000.
Jupiter,   -7.9263E+11,    4.0772E+10,    0.0000E+00,          187620000.
Sun,    1.4998E+09,    2.3087E+09,    0.0000E+00,          187680000.
Jupiter,   -7.9267E+11,    4.0005E+10,    0.0000E+00,          187680000.
Sun,    1.4999E+09,    2.3101E+09,    0.0000E+00,          187740000.
Jupiter,   -7.9271E+11,    3.9237E+10,    0.0000E+00,          187740000.
Sun,    1.4999E+09,    2.3116E+09,    0.0000E+00,          187800000.
Jupiter,   -7.9274E+11,    3.8470E+10,    0.0000E+00,          187800000.
Sun,    1.5000E+09,    2.3131E+09,    0.0000E+00,          187860000.
Jupiter,   -7.9278E+11,    3.7702E+10,    0.0000E+00,          187860000.
Sun,    1.5000E+09,    2.3146E+09,    0.0000E+00,          187920000.
Jupiter,   -7.9281E+11,    3.6934E+10,    0.0000E+00,          187920000.
Sun,    1.5000E+09,    2.3161E+09,    0.0000E+00,          187980000.
Jupiter,   -7.9284E+11,    3.6167E+10,    0.0000E+00,          187980000.
Sun,    1.5000E+09,    2.3176E+09,    0.0000E+00,          188040000.
Jupiter,   -7.9288E+11,    3.5399E+10,    0.0000E+00,          188040000.
Sun,    1.5001E+09,    2.3190E+09,    0.0000E+00,          188100000.
Jupiter,   -7.9291E+11,    3.4631E+10,    0.0000E+00,          188100000.
Sun,    1.5001E+09,    2.3205E+09,    0.0000E+00,          188160000.
Jupiter,   -7.9294E+11,    3.3863E+10,    0.0000E+00,          188160000.
Sun,    1.5001E+09,    2.3220E+09,    0.0000E+00,          188220000.
Jupiter,   -7.9297E+11,    3.3095E+10,    0.0000E+00,          188220000.
Sun,    1.5002E+09,    2.3235E+09,    0.0000E+00,          188280000.
Jupiter,   -7.9300E+11,    3.2327E+10,    0.0000E+00,          188280000.
Sun,    1.5002E+09,    2.3250E+09,    0.0000E+00,          188340000.
Jupiter,   -7.9303E+11,    3.1560E+10,    0.0000E+00,          188340000.
Sun,    1.5002E+09,    2.3265E+09,    0.0000E+00,          188400000.
Jupiter,   -7.9306E+11,    3.0792E+10,    0.0000E+00,          188400000.
Sun,    1.5002E+09,    2.3279E+09,    0.0000E+00,          188460000.
Jupiter,   -7.9309E+11,    3.0024E+10,    0.0000E+00,          188460000.
Sun,    1.5003E+09,    2.3294E+09,    0.0000E+00,          188520000.
Jupiter,   -7.9311E+11,    2.9256E+10,    0.0000E+00,          188520000.
Sun,    1.5003E+09,    2.3309E+09,    0.0000E+00,          188580000.
Jupiter,   -7.9314E+11,    2.8488E+10,    0.0000E+00,          188580000.
Sun,    1.5003E+09,    2.3324E+09,    0.0000E+00,          188640000.
Jupiter,   -7.9317E+11,    2.7720E+10,    0.0000E+00,          188640000.
Sun,    1.5003E+09,    2.3339E+09,    0.0000E+00,          188700000.
Jupiter,   -7.9319E+11,    2.6951E+10,    0.0000E+00,          188700000.
Sun,    1.5004E+09,    2.3354E+09,    0.0000E+00,          188760000.
Jupiter,   -7.9321E+11,    2.6183E+10,    0.0000E+00,          188760000.
Sun,    1.5004E+09,    2.3368E+09,    0.0000E+00,          188820000.
Jupiter,   -7.9324E+11,    2.5415E+10,    0.0000E+00,          188820000.
Sun,    1.5004E+09,    2.3383E+09,    0.0000E+00,          188880000.
Jupiter,   -7.9326E+11,    2.4647E+10,    0.0000E+00,          188880000.
Sun,    1.5004E+09,    2.3398E+09,    0.0000E+00,          188940000.
Jupiter,   -7.9328E+11,    2.3879E+10,    0.0000E+00,          188940000.
Sun,    1.5005E+09,    2.3413E+09,    0.0000E+00,          189000000.
Jupiter,   -7.9330E+11,    2.3111E+10,    0.0000E+00,          189000000.
Sun,    1.5005E+09,    2.3428E+09,    0.0000E+00,          189060000.
Jupiter,   -7.9332E+11,    2.2343E+10,    0.0000E+00,          189060000.
Sun,    1.5005E+09,    2.3443E+09,    0.0000E+00,          189120000.
Jupiter,   -7.9334E+11,    2.1574E+10,    0.0000E+00,          189120000.
Sun,    1.5005E+09,    2.3457E+09,    0.0000E+00,          189180000.
Jupiter,   -7.9336E+11,    2.0806E+10,    0.0000E+00,          189180000.
Sun,    1.5005E+09,    2.3472E+09,    0.0000E+00,          189240000.
Jupiter,   -7.9338E+11,    2.0038E+10,    0.0000E+00,          189240000.
Sun,    1.5005E+09,    2.3487E+09,    0.0000E+00,          189300000.
Jupiter,   -7.9340E+11,    1.9270E+10,    0.0000E+00,          189300000.
Sun,    1.5006E+09,    2.3502E+09,    0.0000E+00,          189360000.
Jupiter,   -7.9341E+11,    1.8501E+10,    0.0000E+00,          189360000.
Sun,    1.5006E+09,    2.3517E+09,    0.0000E+00,          189420000.
Jupiter,   -7.9343E+11,    1.7733E+10,    0.0000E+00,          189420000.
Sun,    1.5006E+09,    2.3532E+09,    0.0000E+00,          189480000.
Jupiter,   -7.9344E+11,    1.6965E+10,    0.0000E+00,          189480000.
Sun,    1.5006E+09,    2.3547E+09,    0.0000E+00,          189540000.
Jupiter,   -7.9346E+11,    1.6196E+10,    0.0000E+00,          189540000.
Sun,    1.5006E+09,    2.3561E+09,    0.0000E+00,          189600000.
Jupiter,   -7.9347E+11,    1.5428E+10,    0.0000E+00,          189600000.
Sun,    1.5006E+09,    2.3576E+09,    0.0000E+00,          189660000.
Jupiter,   -7.9348E+11,    1.4660E+10,    0.0000E+00,          189660000.
Sun,    1.5006E+09,    2.3591E+09,    0.0000E+00,          189720000.
Jupiter,   -7.9350E+11,    1.3891E+10,    0.0000E+00,          189720000.
Sun,    1.5006E+09,    2.3606E+09,    0.0000E+00,          189780000.
Jupiter,   -7.9351E+11,    1.3123E+10,    0.0000E+00,          189780000.
Sun,    1.5007E+09,    2.3621E+09,    0.0000E+00,          189840000.
Jupiter,   -7.9352E+11,    1.2354E+10,    0.0000E+00,          189840000.
Sun,    1.5007E+09,    2.3636E+09,    0.0000E+00,          189900000.
Jupiter,   -7.9353E+11,    1.1586E+10,    0.0000E+00,          189900000.
Sun,    1.5007E+09,    2.3650E+09,    0.0000E+00,          189960000.
Jupiter,   -7.9354E+11,    1.0818E+10,    0.0000E+00,          189960000.
Sun,    1.5007E+09,    2.3665E+09,    0.0000E+00,          190020000.
Jupiter,   -7.9354E+11,    1.0049E+10,    0.0000E+00,          190020000.
Sun,    1.5007E+09,    2.3680E+09,    0.0000E+00,          190080000.
Jupiter,   -7.9355E+11,    9.2808E+09,    0.0000E+00,          190080000.
Sun,    1.5007E+09,    2.3695E+09,    0.0000E+00,          190140000.
Jupiter,   -7.9356E+11,    8.5124E+09,    0.0000E+00,          190140000.
Sun,    1.5007E+09,    2.3710E+09,    0.0000E+00,          190200000.
Jupiter,   -7.9356E+11,    7.7439E+09,    0.0000E+00,          190200000.
Sun,    1.5007E+09,    2.3725E+09,    0.0000E+00,          190260000.
Jupiter,   -7.9357E+11,    6.9755E+09,    0.0000E+00,          190260000.
Sun,    1.5007E+09,    2.3739E+09,    0.0000E+00,          190320000.
Jupiter,   -7.9357E+11,    6.2071E+09,    0.0000E+00,          190320000.
Sun,    1.5007E+09,    2.3754E+09,    0.0000E+00,          190380000.
Jupiter,   -7.9358E+11,    5.4386E+09,    0.0000E+00,          190380000.
Sun,    1.5007E+09,    2.3769E+09,    0.0000E+00,          190440000.
Jupiter,   -7.9358E+11,    4.6702E+09,    0.0000E+00,          190440000.
Sun,    1.5007E+09,    2.3784E+09,    0.0000E+00,          190500000.
Jupiter,   -7.9358E+11,    3.9017E+09,    0.0000E+00,          190500000.
Sun,    1.5007E+09,    2.3799E+09,    0.0000E+00,          190560000.
Jupiter,   -7.9358E+11,    3.1332E+09,    0.0000E+00,          190560000.
Sun,    1.5007E+09,    2.3814E+09,    0.0000E+00,          190620000.
Jupiter,   -7.9358E+11,    2.3648E+09,    0.0000E+00,          190620000.
Sun,    1.5007E+09,    2.3828E+09,    0.0000E+00,          190680000.
Jupiter,   -7.9358E+11,    1.5963E+09,    0.0000E+00,          190680000.
Sun,    1.5007E+09,    2.3843E+09,    0.0000E+00,          190740000.
Jupiter,   -7.9358E+11,    8.2786E+08,    0.0000E+00,          190740000.
Sun,    1.5007E+09,    2.3858E+09,    0.0000E+00,          190800000.
Jupiter,   -7.9358E+11,    5.9406E+07,    0.0000E+00,          190800000.
Sun,    1.5007E+09,    2.3873E+09,    0.0000E+00,          190860000.
Jupiter,   -7.9358E+11,   -7.0905E+08,    0.0000E+00,          190860000.
Sun,    1.5007E+09,    2.3888E+09,    0.0000E+00,          190920000.
Jupiter,   -7.9358E+11,   -1.4775E+09,    0.0000E+00,          190920000.
Sun,    1.5007E+09,    2.3903E+09,    0.0000E+00,          190980000.
Jupiter,   -7.9357E+11,   -2.2459E+09,    0.0000E+00,          190980000.
Sun,    1.5007E+09,    2.3917E+09,    0.0000E+00,          191040000.
Jupiter,   -7.9357E+11,   -3.0144E+09,    0.0000E+00,          191040000.
Sun,    1.5007E+09,    2.3932E+09,    0.0000E+00,          191100000.
Jupiter,   -7.9356E+11,   -3.7828E+09,    0.0000E+00,          191100000.
Sun,    1.5007E+09,    2.3947E+09,    0.0000E+00,          191160000.
Jupiter,   -7.9356E+11,   -4.5513E+09,    0.0000E+00,          191160000.
Sun,    1.5007E+09,    2.3962E+09,    0.0000E+00,          191220000.
Jupiter,   -7.9355E+11,   -5.3197E+09,    0.0000E+00,          191220000.
Sun,    1.5007E+09,    2.3977E+09,    0.0000E+00,          191280000.
Jupiter,   -7.9354E+11,   -6.0881E+09,    0.0000E+00,          191280000.
Sun,    1.5007E+09,    2.3992E+09,    0.0000E+00,          191340000.
Jupiter,   -7.9353E+11,   -6.8565E+09,    0.0000E+00,          191340000.
Sun,    1.5007E+09,    2.4006E+09,    0.0000E+00,          191400000.
Jupiter,   -7.9352E+11,   -7.6249E+09,    0.0000E+00,          191400000.
Sun,    1.5007E+09,    2.4021E+09,    0.0000E+00,          191460000.
Jupiter,   -7.9351E+11,   -8.3933E+09,    0.0000E+00,          191460000.
Sun,    1.5006E+09,    2.4036E+09,    0.0000E+00,          191520000.
Jupiter,   -7.9350E+11,   -9.1617E+09,    0.0000E+00,          191520000.
Sun,    1.5006E+09,    2.4051E+09,    0.0000E+00,          191580000.
Jupiter,   -7.9349E+11,   -9.9301E+09,    0.0000E+00,          191580000.
Sun,    1.5006E+09,    2.4066E+09,    0.0000E+00,          191640000.
Jupiter,   -7.9348E+11,   -1.0698E+10,    0.0000E+00,          191640000.
Sun,    1.5006E+09,    2.4081E+09,    0.0000E+00,          191700000.
Jupiter,   -7.9347E+11,   -1.1467E+10,    0.0000E+00,          191700000.
Sun,    1.5006E+09,    2.4096E+09,    0.0000E+00,          191760000.
Jupiter,   -7.9345E+11,   -1.2235E+10,    0.0000E+00,          191760000.
Sun,    1.5006E+09,    2.4110E+09,    0.0000E+00,          191820000.
Jupiter,   -7.9344E+11,   -1.3003E+10,    0.0000E+00,          191820000.
Sun,    1.5006E+09,    2.4125E+09,    0.0000E+00,          191880000.
Jupiter,   -7.9342E+11,   -1.3772E+10,    0.0000E+00,          191880000.
Sun,    1.5006E+09,    2.4140E+09,    0.0000E+00,          191940000.
Jupiter,   -7.9341E+11,   -1.4540E+10,    0.0000E+00,          191940000.
Sun,    1.5005E+09,    2.4155E+09,    0.0000E+00,          192000000.
Jupiter,   -7.9339E+11,   -1.5308E+10,    0.0000E+00,          192000000.
Sun,    1.5005E+09,    2.4170E+09,    0.0000E+00,          192060000.
Jupiter,   -7.9337E+11,   -1.6077E+10,    0.0000E+00,          192060000.
Sun,    1.5005E+09,    2.4185E+09,    0.0000E+00,          192120000.
Jupiter,   -7.9336E+11,   -1.6845E+10,    0.0000E+00,          192120000.
Sun,    1.5005E+09,    2.4199E+09,    0.0000E+00,          192180000.
Jupiter,   -7.9334E+11,   -1.7613E+10,    0.0000E+00,          192180000.
Sun,    1.5005E+09,    2.4214E+09,    0.0000E+00,          192240000.
Jupiter,   -7.9332E+11,   -1.8381E+10,    0.0000E+00,          192240000.
Sun,    1.5004E+09,    2.4229E+09,    0.0000E+00,          192300000.
Jupiter,   -7.9330E+11,   -1.9149E+10,    0.0000E+00,          192300000.
Sun,    1.5004E+09,    2.4244E+09,    0.0000E+00,          192360000.
Jupiter,   -7.9327E+11,   -1.9918E+10,    0.0000E+00,          192360000.
Sun,    1.5004E+09,    2.4259E+09,    0.0000E+00,          192420000.
Jupiter,   -7.9325E+11,   -2.0686E+10,    0.0000E+00,          192420000.
Sun,    1.5004E+09,    2.4274E+09,    0.0000E+00,          192480000.
Jupiter,   -7.9323E+11,   -2.1454E+10,    0.0000E+00,          192480000.
Sun,    1.5004E+09,    2.4288E+09,    0.0000E+00,          192540000.
Jupiter,   -7.9321E+11,   -2.2222E+10,    0.0000E+00,          192540000.
Sun,    1.5003E+09,    2.4303E+09,    0.0000E+00,          192600000.
Jupiter,   -7.9318E+11,   -2.2990E+10,    0.0000E+00,          192600000.
Sun,    1.5003E+09,    2.4318E+09,    0.0000E+00,          192660000.
Jupiter,   -7.9316E+11,   -2.3758E+10,    0.0000E+00,          192660000.
Sun,    1.5003E+09,    2.4333E+09,    0.0000E+00,          192720000.
Jupiter,   -7.9313E+11,   -2.4526E+10,    0.0000E+00,          192720000.
Sun,    1.5003E+09,    2.4348E+09,    0.0000E+00,          192780000.
Jupiter,   -7.9311E+11,   -2.5294E+10,    0.0000E+00,          192780000.
Sun,    1.5002E+09,    2.4363E+09,    0.0000E+00,          192840000.
Jupiter,   -7.9308E+11,   -2.6062E+10,    0.0000E+00,          192840000.
Sun,    1.5002E+09,    2.4377E+09,    0.0000E+00,          192900000.
Jupiter,   -7.9305E+11,   -2.6830E+10,    0.0000E+00,          192900000.
Sun,    1.5002E+09,    2.4392E+09,    0.0000E+00,          192960000.
Jupiter,   -7.9302E+11,   -2.7598E+10,    0.0000E+00,          192960000.
Sun,    1.5002E+09,    2.4407E+09,    0.0000E+00,          193020000.
Jupiter,   -7.9299E+11,   -2.8366E+10,    0.0000E+00,          193020000.
Sun,    1.5001E+09,    2.4422E+09,    0.0000E+00,          193080000.
Jupiter,   -7.9296E+11,   -2.9134E+10,    0.0000E+00,          193080000.
Sun,    1.5001E+09,    2.4437E+09,    0.0000E+00,          193140000.
Jupiter,   -7.9293E+11,   -2.9902E+10,    0.0000E+00,          193140000.
Sun,    1.5001E+09,    2.4452E+09,    0.0000E+00,          193200000.
Jupiter,   -7.9290E+11,   -3.0669E+10,    0.0000E+00,          193200000.
Sun,    1.5000E+09,    2.4466E+09,    0.0000E+00,          193260000.
Jupiter,   -7.9287E+11,   -3.1437E+10,    0.0000E+00,          193260000.
Sun,    1.5000E+09,    2.4481E+09,    0.0000E+00,          193320000.
Jupiter,   -7.9283E+11,   -3.2205E+10,    0.0000E+00,          193320000.
Sun,    1.5000E+09,    2.4496E+09,    0.0000E+00,          193380000.
Jupiter,   -7.9280E+11,   -3.2973E+10,    0.0000E+00,          193380000.
Sun,    1.4999E+09,    2.4511E+09,    0.0000E+00,          193440000.
Jupiter,   -7.9276E+11,   -3.3740E+10,    0.0000E+00,          193440000.
Sun,    1.4999E+09,    2.4526E+09,    0.0000E+00,          193500000.
Jupiter,   -7.9273E+11,   -3.4508E+10,    0.0000E+00,          193500000.
Sun,    1.4999E+09,    2.4541E+09,    0.0000E+00,          193560000.
Jupiter,   -7.9269E+11,   -3.5275E+10,    0.0000E+00,          193560000.
Sun,    1.4998E+09,    2.4555E+09,    0.0000E+00,          193620000.
Jupiter,   -7.9266E+11,   -3.6043E+10,    0.0000E+00,          193620000.
Sun,    1.4998E+09,    2.4570E+09,    0.0000E+00,          193680000.
Jupiter,   -7.9262E+11,   -3.6811E+10,    0.0000E+00,          193680000.
Sun,    1.4998E+09,    2.4585E+09,    0.0000E+00,          193740000.
Jupiter,   -7.9258E+11,   -3.7578E+10,    0.0000E+00,          193740000.
Sun,    1.4997E+09,    2.4600E+09,    0.0000E+00,          193800000.
Jupiter,   -7.9254E+11,   -3.8346E+10,    0.0000E+00,          193800000.
Sun,    1.4997E+09,    2.4615E+09,    0.0000E+00,          193860000.
Jupiter,   -7.9250E+11,   -3.9113E+10,    0.0000E+00,          193860000.
Sun,    1.4996E+09,    2.4629E+09,    0.0000E+00,          193920000.
Jupiter,   -7.9246E+11,   -3.9880E+10,    0.0000E+00,          193920000.
Sun,    1.4996E+09,    2.4644E+09,    0.0000E+00,          193980000.
Jupiter,   -7.9242E+11,   -4.0648E+10,    0.0000E+00,          193980000.
Sun,    1.4996E+09,    2.4659E+09,    0.0000E+00,          194040000.
Jupiter,   -7.9238E+11,   -4.1415E+10,    0.0000E+00,          194040000.
Sun,    1.4995E+09,    2.4674E+09,    0.0000E+00,          194100000.
Jupiter,   -7.9233E+11,   -4.2182E+10,    0.0000E+00,          194100000.
Sun,    1.4995E+09,    2.4689E+09,    0.0000E+00,          194160000.
Jupiter,   -7.9229E+11,   -4.2949E+10,    0.0000E+00,          194160000.
Sun,    1.4994E+09,    2.4704E+09,    0.0000E+00,          194220000.
Jupiter,   -7.9224E+11,   -4.3717E+10,    0.0000E+00,          194220000.
Sun,    1.4994E+09,    2.4718E+09,    0.0000E+00,          194280000.
Jupiter,   -7.9220E+11,   -4.4484E+10,    0.0000E+00,          194280000.
Sun,    1.4994E+09,    2.4733E+09,    0.0000E+00,          194340000.
Jupiter,   -7.9215E+11,   -4.5251E+10,    0.0000E+00,          194340000.
Sun,    1.4993E+09,    2.4748E+09,    0.0000E+00,          194400000.
Jupiter,   -7.9211E+11,   -4.6018E+10,    0.0000E+00,          194400000.
Sun,    1.4993E+09,    2.4763E+09,    0.0000E+00,          194460000.
Jupiter,   -7.9206E+11,   -4.6785E+10,    0.0000E+00,          194460000.
Sun,    1.4992E+09,    2.4778E+09,    0.0000E+00,          194520000.
Jupiter,   -7.9201E+11,   -4.7552E+10,    0.0000E+00,          194520000.
Sun,    1.4992E+09,    2.4793E+09,    0.0000E+00,          194580000.
Jupiter,   -7.9196E+11,   -4.8319E+10,    0.0000E+00,          194580000.
Sun,    1.4991E+09,    2.4807E+09,    0.0000E+00,          194640000.
Jupiter,   -7.9191E+11,   -4.9086E+10,    0.0000E+00,          194640000.
Sun,    1.4991E+09,    2.4822E+09,    0.0000E+00,          194700000.
Jupiter,   -7.9186E+11,   -4.9852E+10,    0.0000E+00,          194700000.
Sun,    1.4990E+09,    2.4837E+09,    0.0000E+00,          194760000.
Jupiter,   -7.9181E+11,   -5.0619E+10,    0.0000E+00,          194760000.
Sun,    1.4990E+09,    2.4852E+09,    0.0000E+00,          194820000.
Jupiter,   -7.9176E+11,   -5.1386E+10,    0.0000E+00,          194820000.
Sun,    1.4989E+09,    2.4867E+09,    0.0000E+00,          194880000.
Jupiter,   -7.9171E+11,   -5.2152E+10,    0.0000E+00,          194880000.
Sun,    1.4989E+09,    2.4881E+09,    0.0000E+00,          194940000.
Jupiter,   -7.9165E+11,   -5.2919E+10,    0.0000E+00,          194940000.
Sun,    1.4988E+09,    2.4896E+09,    0.0000E+00,          195000000.
Jupiter,   -7.9160E+11,   -5.3686E+10,    0.0000E+00,          195000000.
Sun,    1.4988E+09,    2.4911E+09,    0.0000E+00,          195060000.
Jupiter,   -7.9154E+11,   -5.4452E+10,    0.0000E+00,          195060000.
Sun,    1.4987E+09,    2.4926E+09,    0.0000E+00,          195120000.
Jupiter,   -7.9149E+11,   -5.5219E+10,    0.0000E+00,          195120000.
Sun,    1.4987E+09,    2.4941E+09,    0.0000E+00,          195180000.
Jupiter,   -7.9143E+11,   -5.5985E+10,    0.0000E+00,          195180000.
Sun,    1.4986E+09,    2.4956E+09,    0.0000E+00,          195240000.
Jupiter,   -7.9137E+11,   -5.6751E+10,    0.0000E+00,          195240000.
Sun,    1.4986E+09,    2.4970E+09,    0.0000E+00,          195300000.
Jupiter,   -7.9132E+11,   -5.7518E+10,    0.0000E+00,          195300000.
Sun,    1.4985E+09,    2.4985E+09,    0.0000E+00,          195360000.
Jupiter,   -7.9126E+11,   -5.8284E+10,    0.0000E+00,          195360000.
